Step,ScenarioA_Low,ScenarioA_High,ScenarioB_Low,ScenarioB_High
2349,0.0,1.0,0.485,0.499
2350,0.0,1.0,0.488,0.496
2351,0.0,1.0,0.494,0.496
2352,0.0,1.0,0.493,0.5
2353,0.0,1.0,0.499,0.506
2354,0.0,1.0,0.498,0.502
2355,0.0,1.0,0.498,0.498
2356,0.0,1.0,0.497,0.5
2357,0.0,1.0,0.498,0.503
2358,0.0,1.0,0.5,0.501
2359,0.0,1.0,0.498,0.498
2360,0.0,1.0,0.496,0.505
2361,0.0,1.0,0.494,0.507
2362,0.0,1.0,0.495,0.509
2363,0.0,1.0,0.493,0.512
2364,0.0,1.0,0.499,0.513
2365,0.0,1.0,0.5,0.509
2366,0.0,1.0,0.493,0.504
2367,0.0,1.0,0.495,0.503
2368,0.0,1.0,0.496,0.497
2369,0.0,1.0,0.498,0.492
2370,0.0,1.0,0.501,0.491
2371,0.0,1.0,0.501,0.491
2372,0.0,1.0,0.5,0.487
2373,0.0,1.0,0.5,0.483
2374,0.0,1.0,0.501,0.48
2375,0.0,1.0,0.5,0.485
2376,0.0,1.0,0.5,0.485
2377,0.0,1.0,0.497,0.486
2378,0.0,1.0,0.5,0.493
2379,0.0,1.0,0.497,0.489
2380,0.0,1.0,0.496,0.491
2381,0.0,1.0,0.496,0.499
2382,0.0,1.0,0.49,0.499
2383,0.0,1.0,0.489,0.498
2384,0.0,1.0,0.483,0.496
2385,0.0,1.0,0.488,0.498
2386,0.0,1.0,0.493,0.5
2387,0.0,1.0,0.484,0.504
2388,0.0,1.0,0.49,0.506
2389,0.0,1.0,0.49,0.501
2390,0.0,1.0,0.494,0.498
2391,0.0,1.0,0.496,0.501
2392,0.0,1.0,0.5,0.503
2393,0.0,1.0,0.506,0.507
2394,0.0,1.0,0.504,0.501
2395,0.0,1.0,0.505,0.499
2396,0.0,1.0,0.502,0.497
2397,0.0,1.0,0.499,0.498
2398,0.0,1.0,0.501,0.498
2399,0.0,1.0,0.502,0.499
2400,0.0,1.0,0.501,0.497
2401,0.0,1.0,0.501,0.498
2402,0.0,1.0,0.501,0.495
2403,0.0,1.0,0.5,0.492
2404,0.0,1.0,0.5,0.488
2405,0.0,1.0,0.503,0.489
2406,0.0,1.0,0.502,0.496
2407,0.0,1.0,0.504,0.494
2408,0.0,1.0,0.504,0.492
2409,0.0,1.0,0.501,0.492
2410,0.0,1.0,0.503,0.494
2411,0.0,1.0,0.499,0.491
2412,0.0,1.0,0.49,0.493
2413,0.0,1.0,0.488,0.497
2414,0.0,1.0,0.488,0.497
2415,0.0,1.0,0.486,0.497
2416,0.0,1.0,0.49,0.496
2417,0.0,1.0,0.491,0.493
2418,0.0,1.0,0.496,0.495
2419,0.0,1.0,0.495,0.496
2420,0.0,1.0,0.5,0.492
2421,0.0,1.0,0.497,0.493
2422,0.0,1.0,0.5,0.494
2423,0.0,1.0,0.504,0.494
2424,0.0,1.0,0.499,0.492
2425,0.0,1.0,0.498,0.491
2426,0.0,1.0,0.501,0.492
2427,0.0,1.0,0.495,0.495
2428,0.0,1.0,0.499,0.497
2429,0.0,1.0,0.503,0.501
2430,0.0,1.0,0.499,0.499
2431,0.0,1.0,0.501,0.498
2432,0.0,1.0,0.502,0.503
2433,0.0,1.0,0.502,0.503
2434,0.0,1.0,0.5,0.502
2435,0.0,1.0,0.5,0.499
2436,0.0,1.0,0.497,0.503
2437,0.0,1.0,0.497,0.498
2438,0.0,1.0,0.494,0.496
2439,0.0,1.0,0.493,0.494
2440,0.0,1.0,0.488,0.5
2441,0.0,1.0,0.486,0.5
2442,0.0,1.0,0.485,0.501
2443,0.0,1.0,0.487,0.504
2444,0.0,1.0,0.489,0.499
2445,0.0,1.0,0.492,0.501
2446,0.0,1.0,0.498,0.493
2447,0.0,1.0,0.5,0.495
2448,0.0,1.0,0.5,0.501
2449,0.0,1.0,0.502,0.494
2450,0.0,1.0,0.497,0.493
2451,0.0,1.0,0.491,0.494
2452,0.0,1.0,0.493,0.489
2453,0.0,1.0,0.495,0.489
2454,0.0,1.0,0.493,0.494
2455,0.0,1.0,0.493,0.492
2456,0.0,1.0,0.49,0.495
2457,0.0,1.0,0.486,0.488
2458,0.0,1.0,0.483,0.488
2459,0.0,1.0,0.482,0.49
2460,0.0,1.0,0.481,0.488
2461,0.0,1.0,0.474,0.488
2462,0.0,1.0,0.477,0.493
2463,0.0,1.0,0.483,0.493
2464,0.0,1.0,0.483,0.493
2465,0.0,1.0,0.488,0.491
2466,0.0,1.0,0.484,0.49
2467,0.0,1.0,0.489,0.497
2468,0.0,1.0,0.49,0.499
2469,0.0,1.0,0.491,0.497
2470,0.0,1.0,0.493,0.498
2471,0.0,1.0,0.492,0.498
2472,0.0,1.0,0.497,0.497
2473,0.0,1.0,0.501,0.497
2474,0.0,1.0,0.498,0.493
2475,0.0,1.0,0.499,0.493
2476,0.0,1.0,0.499,0.491
2477,0.0,1.0,0.5,0.491
2478,0.0,1.0,0.497,0.493
2479,0.0,1.0,0.496,0.494
2480,0.0,1.0,0.501,0.494
2481,0.0,1.0,0.5,0.494
2482,0.0,1.0,0.498,0.496
2483,0.0,1.0,0.498,0.492
2484,0.0,1.0,0.498,0.49
2485,0.0,1.0,0.498,0.492
2486,0.0,1.0,0.496,0.493
2487,0.0,1.0,0.499,0.495
2488,0.0,1.0,0.501,0.497
2489,0.0,1.0,0.505,0.498
2490,0.0,1.0,0.5,0.499
2491,0.0,1.0,0.501,0.498
2492,0.0,1.0,0.5,0.497
2493,0.0,1.0,0.502,0.497
2494,0.0,1.0,0.502,0.492
2495,0.0,1.0,0.498,0.489
2496,0.0,1.0,0.498,0.487
2497,0.0,1.0,0.495,0.485
2498,0.0,1.0,0.494,0.483
2499,0.0,1.0,0.492,0.481
2500,0.0,1.0,0.492,0.475
2501,0.0,1.0,0.489,0.482
2502,0.0,1.0,0.491,0.488
2503,0.0,1.0,0.489,0.488
2504,0.0,1.0,0.489,0.483
2505,0.0,1.0,0.494,0.483
2506,0.0,1.0,0.496,0.479
2507,0.0,1.0,0.495,0.479
2508,0.0,1.0,0.497,0.482
2509,0.0,1.0,0.493,0.483
2510,0.0,1.0,0.498,0.481
2511,0.0,1.0,0.496,0.485
2512,0.0,1.0,0.499,0.488
2513,0.0,1.0,0.502,0.49
2514,0.0,1.0,0.494,0.487
2515,0.0,1.0,0.497,0.49
2516,0.0,1.0,0.497,0.494
2517,0.0,1.0,0.496,0.494
2518,0.0,1.0,0.492,0.494
2519,0.0,1.0,0.493,0.49
2520,0.0,1.0,0.496,0.496
2521,0.0,1.0,0.498,0.499
2522,0.0,1.0,0.499,0.499
2523,0.0,1.0,0.497,0.497
2524,0.0,1.0,0.5,0.49
2525,0.0,1.0,0.496,0.483
2526,0.0,1.0,0.492,0.482
2527,0.0,1.0,0.498,0.479
2528,0.0,1.0,0.502,0.484
2529,0.0,1.0,0.504,0.484
2530,0.0,1.0,0.506,0.489
2531,0.0,1.0,0.505,0.489
2532,0.0,1.0,0.505,0.491
2533,0.0,1.0,0.508,0.492
2534,0.0,1.0,0.502,0.489
2535,0.0,1.0,0.497,0.49
2536,0.0,1.0,0.499,0.493
2537,0.0,1.0,0.5,0.492
2538,0.0,1.0,0.505,0.491
2539,0.0,1.0,0.505,0.488
2540,0.0,1.0,0.501,0.494
2541,0.0,1.0,0.501,0.502
2542,0.0,1.0,0.5,0.5
2543,0.0,1.0,0.498,0.5
2544,0.0,1.0,0.498,0.505
2545,0.0,1.0,0.496,0.5
2546,0.0,1.0,0.497,0.499
2547,0.0,1.0,0.494,0.498
2548,0.0,1.0,0.494,0.491
2549,0.0,1.0,0.495,0.489
2550,0.0,1.0,0.494,0.49
2551,0.0,1.0,0.497,0.488
2552,0.0,1.0,0.501,0.487
2553,0.0,1.0,0.496,0.482
2554,0.0,1.0,0.494,0.485
2555,0.0,1.0,0.491,0.489
2556,0.0,1.0,0.496,0.483
2557,0.0,1.0,0.494,0.484
2558,0.0,1.0,0.491,0.485
2559,0.0,1.0,0.49,0.493
2560,0.0,1.0,0.49,0.488
2561,0.0,1.0,0.491,0.489
2562,0.0,1.0,0.492,0.49
2563,0.0,1.0,0.498,0.488
2564,0.0,1.0,0.502,0.488
2565,0.0,1.0,0.5,0.49
2566,0.0,1.0,0.507,0.489
2567,0.0,1.0,0.51,0.488
2568,0.0,1.0,0.518,0.493
2569,0.0,1.0,0.514,0.495
2570,0.0,1.0,0.51,0.499
2571,0.0,1.0,0.511,0.494
2572,0.0,1.0,0.504,0.489
2573,0.0,1.0,0.507,0.49
2574,0.0,1.0,0.503,0.49
2575,0.0,1.0,0.499,0.495
2576,0.0,1.0,0.494,0.497
2577,0.0,1.0,0.494,0.501
2578,0.0,1.0,0.497,0.506
2579,0.0,1.0,0.495,0.502
2580,0.0,1.0,0.496,0.502
2581,0.0,1.0,0.493,0.505
2582,0.0,1.0,0.491,0.506
2583,0.0,1.0,0.494,0.505
2584,0.0,1.0,0.491,0.503
2585,0.0,1.0,0.49,0.498
2586,0.0,1.0,0.493,0.498
2587,0.0,1.0,0.494,0.501
2588,0.0,1.0,0.488,0.5
2589,0.0,1.0,0.485,0.498
2590,0.0,1.0,0.484,0.497
2591,0.0,1.0,0.488,0.497
2592,0.0,1.0,0.491,0.493
2593,0.0,1.0,0.487,0.489
2594,0.0,1.0,0.483,0.493
2595,0.0,1.0,0.489,0.492
2596,0.0,1.0,0.487,0.489
2597,0.0,1.0,0.488,0.487
2598,0.0,1.0,0.493,0.492
2599,0.0,1.0,0.49,0.492
2600,0.0,1.0,0.489,0.494
2601,0.0,1.0,0.49,0.498
2602,0.0,1.0,0.495,0.498
2603,0.0,1.0,0.503,0.503
2604,0.0,1.0,0.504,0.505
2605,0.0,1.0,0.507,0.506
2606,0.0,1.0,0.502,0.504
2607,0.0,1.0,0.503,0.501
2608,0.0,1.0,0.501,0.497
2609,0.0,1.0,0.501,0.496
2610,0.0,1.0,0.497,0.495
2611,0.0,1.0,0.5,0.493
2612,0.0,1.0,0.5,0.494
2613,0.0,1.0,0.504,0.496
2614,0.0,1.0,0.508,0.495
2615,0.0,1.0,0.507,0.495
2616,0.0,1.0,0.509,0.497
2617,0.0,1.0,0.51,0.497
2618,0.0,1.0,0.506,0.495
2619,0.0,1.0,0.507,0.49
2620,0.0,1.0,0.508,0.493
2621,0.0,1.0,0.505,0.495
2622,0.0,1.0,0.499,0.496
2623,0.0,1.0,0.503,0.497
2624,0.0,1.0,0.507,0.495
2625,0.0,1.0,0.501,0.495
2626,0.0,1.0,0.5,0.496
2627,0.0,1.0,0.497,0.497
2628,0.0,1.0,0.493,0.501
2629,0.0,1.0,0.491,0.497
2630,0.0,1.0,0.493,0.494
2631,0.0,1.0,0.493,0.492
2632,0.0,1.0,0.493,0.493
2633,0.0,1.0,0.494,0.495
2634,0.0,1.0,0.493,0.49
2635,0.0,1.0,0.495,0.484
2636,0.0,1.0,0.492,0.488
2637,0.0,1.0,0.494,0.487
2638,0.0,1.0,0.497,0.493
2639,0.0,1.0,0.498,0.493
2640,0.0,1.0,0.495,0.489
2641,0.0,1.0,0.491,0.491
2642,0.0,1.0,0.486,0.488
2643,0.0,1.0,0.484,0.487
2644,0.0,1.0,0.491,0.486
2645,0.0,1.0,0.495,0.483
2646,0.0,1.0,0.492,0.489
2647,0.0,1.0,0.49,0.487
2648,0.0,1.0,0.485,0.487
2649,0.0,1.0,0.488,0.488
2650,0.0,1.0,0.488,0.485
2651,0.0,1.0,0.484,0.485
2652,0.0,1.0,0.485,0.488
2653,0.0,1.0,0.484,0.485
2654,0.0,1.0,0.491,0.483
2655,0.0,1.0,0.492,0.485
2656,0.0,1.0,0.492,0.487
2657,0.0,1.0,0.49,0.486
2658,0.0,1.0,0.488,0.486
2659,0.0,1.0,0.487,0.48
2660,0.0,1.0,0.483,0.483
2661,0.0,1.0,0.482,0.486
2662,0.0,1.0,0.48,0.491
2663,0.0,1.0,0.482,0.497
2664,0.0,1.0,0.488,0.498
2665,0.0,1.0,0.488,0.498
2666,0.0,1.0,0.487,0.497
2667,0.0,1.0,0.483,0.498
2668,0.0,1.0,0.487,0.493
2669,0.0,1.0,0.486,0.497
2670,0.0,1.0,0.487,0.499
2671,0.0,1.0,0.481,0.493
2672,0.0,1.0,0.483,0.493
2673,0.0,1.0,0.485,0.491
2674,0.0,1.0,0.486,0.49
2675,0.0,1.0,0.488,0.49
2676,0.0,1.0,0.488,0.486
2677,0.0,1.0,0.485,0.492
2678,0.0,1.0,0.49,0.492
2679,0.0,1.0,0.488,0.496
2680,0.0,1.0,0.487,0.49
2681,0.0,1.0,0.484,0.491
2682,0.0,1.0,0.488,0.492
2683,0.0,1.0,0.491,0.497
2684,0.0,1.0,0.49,0.501
2685,0.0,1.0,0.487,0.503
2686,0.0,1.0,0.489,0.505
2687,0.0,1.0,0.489,0.504
2688,0.0,1.0,0.491,0.506
2689,0.0,1.0,0.49,0.51
2690,0.0,1.0,0.491,0.506
2691,0.0,1.0,0.497,0.509
2692,0.0,1.0,0.494,0.505
2693,0.0,1.0,0.489,0.509
2694,0.0,1.0,0.49,0.506
2695,0.0,1.0,0.487,0.51
2696,0.0,1.0,0.49,0.508
2697,0.0,1.0,0.489,0.507
2698,0.0,1.0,0.487,0.505
2699,0.0,1.0,0.486,0.504
2700,0.0,1.0,0.487,0.504
2701,0.0,1.0,0.487,0.502
2702,0.0,1.0,0.488,0.501
2703,0.0,1.0,0.483,0.496
2704,0.0,1.0,0.485,0.499
2705,0.0,1.0,0.486,0.495
2706,0.0,1.0,0.491,0.497
2707,0.0,1.0,0.492,0.5
2708,0.0,1.0,0.493,0.498
2709,0.0,1.0,0.497,0.496
2710,0.0,1.0,0.5,0.493
2711,0.0,1.0,0.5,0.492
2712,0.0,1.0,0.502,0.496
2713,0.0,1.0,0.507,0.5
2714,0.0,1.0,0.499,0.497
2715,0.0,1.0,0.492,0.494
2716,0.0,1.0,0.492,0.496
2717,0.0,1.0,0.495,0.494
2718,0.0,1.0,0.491,0.496
2719,0.0,1.0,0.493,0.495
2720,0.0,1.0,0.496,0.493
2721,0.0,1.0,0.502,0.497
2722,0.0,1.0,0.499,0.492
2723,0.0,1.0,0.5,0.49
2724,0.0,1.0,0.504,0.493
2725,0.0,1.0,0.5,0.491
2726,0.0,1.0,0.497,0.494
2727,0.0,1.0,0.499,0.502
2728,0.0,1.0,0.494,0.498
2729,0.0,1.0,0.492,0.494
2730,0.0,1.0,0.495,0.499
2731,0.0,1.0,0.495,0.499
2732,0.0,1.0,0.49,0.494
2733,0.0,1.0,0.492,0.5
2734,0.0,1.0,0.497,0.497
2735,0.0,1.0,0.5,0.496
2736,0.0,1.0,0.5,0.491
2737,0.0,1.0,0.501,0.491
2738,0.0,1.0,0.496,0.496
2739,0.0,1.0,0.497,0.492
2740,0.0,1.0,0.495,0.49
2741,0.0,1.0,0.5,0.489
2742,0.0,1.0,0.5,0.49
2743,0.0,1.0,0.496,0.493
2744,0.0,1.0,0.496,0.495
2745,0.0,1.0,0.492,0.493
2746,0.0,1.0,0.498,0.492
2747,0.0,1.0,0.498,0.498
2748,0.0,1.0,0.499,0.496
2749,0.0,1.0,0.493,0.502
2750,0.0,1.0,0.495,0.496
2751,0.0,1.0,0.495,0.5
2752,0.0,1.0,0.491,0.497
2753,0.0,1.0,0.498,0.496
2754,0.0,1.0,0.491,0.495
2755,0.0,1.0,0.494,0.493
2756,0.0,1.0,0.496,0.491
2757,0.0,1.0,0.496,0.494
2758,0.0,1.0,0.496,0.489
2759,0.0,1.0,0.494,0.487
2760,0.0,1.0,0.491,0.489
2761,0.0,1.0,0.492,0.49
2762,0.0,1.0,0.495,0.49
2763,0.0,1.0,0.492,0.493
2764,0.0,1.0,0.49,0.498
2765,0.0,1.0,0.491,0.499
2766,0.0,1.0,0.489,0.497
2767,0.0,1.0,0.49,0.496
2768,0.0,1.0,0.493,0.501
2769,0.0,1.0,0.496,0.503
2770,0.0,1.0,0.497,0.501
2771,0.0,1.0,0.494,0.505
2772,0.0,1.0,0.497,0.507
2773,0.0,1.0,0.492,0.509
2774,0.0,1.0,0.493,0.507
2775,0.0,1.0,0.487,0.508
2776,0.0,1.0,0.489,0.505
2777,0.0,1.0,0.487,0.5
2778,0.0,1.0,0.489,0.499
2779,0.0,1.0,0.49,0.499
2780,0.0,1.0,0.485,0.501
2781,0.0,1.0,0.491,0.496
2782,0.0,1.0,0.495,0.495
2783,0.0,1.0,0.493,0.497
2784,0.0,1.0,0.496,0.499
2785,0.0,1.0,0.497,0.497
2786,0.0,1.0,0.494,0.496
2787,0.0,1.0,0.49,0.497
2788,0.0,1.0,0.49,0.493
2789,0.0,1.0,0.486,0.494
2790,0.0,1.0,0.489,0.496
2791,0.0,1.0,0.493,0.497
2792,0.0,1.0,0.488,0.501
2793,0.0,1.0,0.492,0.499
2794,0.0,1.0,0.493,0.504
2795,0.0,1.0,0.496,0.503
2796,0.0,1.0,0.494,0.502
2797,0.0,1.0,0.494,0.504
2798,0.0,1.0,0.495,0.505
2799,0.0,1.0,0.491,0.503
2800,0.0,1.0,0.492,0.501
2801,0.0,1.0,0.491,0.496
2802,0.0,1.0,0.488,0.494
2803,0.0,1.0,0.487,0.494
2804,0.0,1.0,0.487,0.493
2805,0.0,1.0,0.482,0.489
2806,0.0,1.0,0.483,0.492
2807,0.0,1.0,0.489,0.489
2808,0.0,1.0,0.492,0.493
2809,0.0,1.0,0.495,0.495
2810,0.0,1.0,0.498,0.493
2811,0.0,1.0,0.498,0.488
2812,0.0,1.0,0.503,0.491
2813,0.0,1.0,0.505,0.494
2814,0.0,1.0,0.507,0.497
2815,0.0,1.0,0.503,0.497
2816,0.0,1.0,0.501,0.495
2817,0.0,1.0,0.499,0.501
2818,0.0,1.0,0.501,0.506
2819,0.0,1.0,0.494,0.502
2820,0.0,1.0,0.498,0.503
2821,0.0,1.0,0.495,0.497
2822,0.0,1.0,0.498,0.497
2823,0.0,1.0,0.497,0.494
2824,0.0,1.0,0.495,0.495
2825,0.0,1.0,0.5,0.494
2826,0.0,1.0,0.496,0.493
2827,0.0,1.0,0.499,0.49
2828,0.0,1.0,0.492,0.489
2829,0.0,1.0,0.49,0.489
2830,0.0,1.0,0.487,0.487
2831,0.0,1.0,0.485,0.487
2832,0.0,1.0,0.491,0.485
2833,0.0,1.0,0.49,0.48
2834,0.0,1.0,0.491,0.484
2835,0.0,1.0,0.492,0.484
2836,0.0,1.0,0.493,0.486
2837,0.0,1.0,0.498,0.487
2838,0.0,1.0,0.502,0.489
2839,0.0,1.0,0.502,0.487
2840,0.0,1.0,0.501,0.487
2841,0.0,1.0,0.499,0.483
2842,0.0,1.0,0.498,0.481
2843,0.0,1.0,0.497,0.485
2844,0.0,1.0,0.495,0.481
2845,0.0,1.0,0.489,0.476
2846,0.0,1.0,0.488,0.479
2847,0.0,1.0,0.491,0.481
2848,0.0,1.0,0.489,0.48
2849,0.0,1.0,0.493,0.485
2850,0.0,1.0,0.495,0.484
2851,0.0,1.0,0.491,0.487
2852,0.0,1.0,0.49,0.484
2853,0.0,1.0,0.485,0.487
2854,0.0,1.0,0.487,0.484
2855,0.0,1.0,0.487,0.482
2856,0.0,1.0,0.481,0.48
2857,0.0,1.0,0.486,0.483
2858,0.0,1.0,0.489,0.482
2859,0.0,1.0,0.497,0.479
2860,0.0,1.0,0.499,0.485
2861,0.0,1.0,0.496,0.485
2862,0.0,1.0,0.494,0.49
2863,0.0,1.0,0.494,0.493
2864,0.0,1.0,0.493,0.493
2865,0.0,1.0,0.494,0.495
2866,0.0,1.0,0.495,0.497
2867,0.0,1.0,0.498,0.495
2868,0.0,1.0,0.493,0.496
2869,0.0,1.0,0.499,0.493
2870,0.0,1.0,0.501,0.488
2871,0.0,1.0,0.5,0.491
2872,0.0,1.0,0.502,0.489
2873,0.0,1.0,0.496,0.489
2874,0.0,1.0,0.494,0.489
2875,0.0,1.0,0.495,0.488
2876,0.0,1.0,0.493,0.491
2877,0.0,1.0,0.501,0.498
2878,0.0,1.0,0.499,0.497
2879,0.0,1.0,0.503,0.496
2880,0.0,1.0,0.503,0.496
2881,0.0,1.0,0.5,0.496
2882,0.0,1.0,0.501,0.5
2883,0.0,1.0,0.504,0.493
2884,0.0,1.0,0.502,0.495
2885,0.0,1.0,0.5,0.501
2886,0.0,1.0,0.5,0.501
2887,0.0,1.0,0.503,0.499
2888,0.0,1.0,0.501,0.494
2889,0.0,1.0,0.501,0.498
2890,0.0,1.0,0.496,0.498
2891,0.0,1.0,0.503,0.502
2892,0.0,1.0,0.505,0.5
2893,0.0,1.0,0.503,0.492
2894,0.0,1.0,0.5,0.493
2895,0.0,1.0,0.496,0.491
2896,0.0,1.0,0.499,0.492
2897,0.0,1.0,0.498,0.494
2898,0.0,1.0,0.494,0.496
2899,0.0,1.0,0.497,0.493
2900,0.0,1.0,0.495,0.495
2901,0.0,1.0,0.491,0.503
2902,0.0,1.0,0.492,0.506
2903,0.0,1.0,0.486,0.503
2904,0.0,1.0,0.487,0.505
2905,0.0,1.0,0.486,0.498
2906,0.0,1.0,0.484,0.498
2907,0.0,1.0,0.486,0.504
2908,0.0,1.0,0.484,0.504
2909,0.0,1.0,0.486,0.502
2910,0.0,1.0,0.49,0.5
2911,0.0,1.0,0.492,0.495
2912,0.0,1.0,0.495,0.498
2913,0.0,1.0,0.496,0.502
2914,0.0,1.0,0.499,0.499
2915,0.0,1.0,0.494,0.503
2916,0.0,1.0,0.495,0.508
2917,0.0,1.0,0.493,0.509
2918,0.0,1.0,0.495,0.502
2919,0.0,1.0,0.495,0.504
2920,0.0,1.0,0.498,0.501
2921,0.0,1.0,0.493,0.502
2922,0.0,1.0,0.497,0.503
2923,0.0,1.0,0.502,0.505
2924,0.0,1.0,0.505,0.509
2925,0.0,1.0,0.506,0.512
2926,0.0,1.0,0.505,0.508
2927,0.0,1.0,0.505,0.504
2928,0.0,1.0,0.501,0.506
2929,0.0,1.0,0.497,0.503
2930,0.0,1.0,0.492,0.501
2931,0.0,1.0,0.492,0.5
2932,0.0,1.0,0.488,0.494
2933,0.0,1.0,0.484,0.494
2934,0.0,1.0,0.486,0.498
2935,0.0,1.0,0.49,0.497
2936,0.0,1.0,0.49,0.501
2937,0.0,1.0,0.488,0.504
2938,0.0,1.0,0.493,0.508
2939,0.0,1.0,0.492,0.507
2940,0.0,1.0,0.495,0.501
2941,0.0,1.0,0.497,0.496
2942,0.0,1.0,0.498,0.491
2943,0.0,1.0,0.5,0.489
2944,0.0,1.0,0.501,0.493
2945,0.0,1.0,0.504,0.495
2946,0.0,1.0,0.507,0.5
2947,0.0,1.0,0.505,0.499
2948,0.0,1.0,0.509,0.5
2949,0.0,1.0,0.504,0.5
2950,0.0,1.0,0.506,0.501
2951,0.0,1.0,0.507,0.507
2952,0.0,1.0,0.508,0.506
2953,0.0,1.0,0.508,0.509
2954,0.0,1.0,0.508,0.512
2955,0.0,1.0,0.509,0.513
2956,0.0,1.0,0.506,0.503
2957,0.0,1.0,0.504,0.504
2958,0.0,1.0,0.511,0.502
2959,0.0,1.0,0.502,0.499
2960,0.0,1.0,0.501,0.501
2961,0.0,1.0,0.499,0.497
2962,0.0,1.0,0.499,0.499
2963,0.0,1.0,0.497,0.494
2964,0.0,1.0,0.494,0.495
2965,0.0,1.0,0.495,0.494
2966,0.0,1.0,0.488,0.497
2967,0.0,1.0,0.491,0.498
2968,0.0,1.0,0.495,0.5
2969,0.0,1.0,0.492,0.499
2970,0.0,1.0,0.494,0.498
2971,0.0,1.0,0.494,0.493
2972,0.0,1.0,0.491,0.486
2973,0.0,1.0,0.49,0.489
2974,0.0,1.0,0.49,0.487
2975,0.0,1.0,0.493,0.492
2976,0.0,1.0,0.494,0.489
2977,0.0,1.0,0.489,0.488
2978,0.0,1.0,0.49,0.488
2979,0.0,1.0,0.489,0.487
2980,0.0,1.0,0.489,0.49
2981,0.0,1.0,0.493,0.492
2982,0.0,1.0,0.494,0.493
2983,0.0,1.0,0.497,0.488
2984,0.0,1.0,0.495,0.488
2985,0.0,1.0,0.491,0.486
2986,0.0,1.0,0.493,0.488
2987,0.0,1.0,0.498,0.486
2988,0.0,1.0,0.502,0.488
2989,0.0,1.0,0.503,0.486
2990,0.0,1.0,0.504,0.487
2991,0.0,1.0,0.504,0.493
2992,0.0,1.0,0.497,0.497
2993,0.0,1.0,0.5,0.5
2994,0.0,1.0,0.501,0.499
2995,0.0,1.0,0.504,0.495
2996,0.0,1.0,0.503,0.496
2997,0.0,1.0,0.503,0.495
2998,0.0,1.0,0.5,0.493
2999,0.0,1.0,0.5,0.495
